鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
苓雅區,房地(土地+建物)+車位,高雄市苓雅區身修路31~60號,22.48,住,,,1081013,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081119,173.4,3,2,2,有,有,12600000,73970,坡道平面,28.07,1850000,含裝潢,RPQOMLLMJHPFFBE87CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區身修路31~60號,22.48,住,,,1080315,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081119,173.34,3,2,2,有,有,12250000,72968,坡道平面,28.07,1650000,含裝潢,RPROMLLMJHPFFBE97CA
苓雅區,房地(土地+建物),高雄市苓雅區身修路61~90號,9.96,住,,,1081031,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081119,91.4,2,2,1,有,有,6170000,67505,,0.0,0,,RPTOMLLMJHPFFBE18CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區身修路31~60號,15.94,住,,,1081103,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081119,119.47,2,2,1,有,有,8400000,73851,坡道平面,28.07,1650000,含裝潢,RPUOMLLMJHPFFBE28CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區四維三路241~270號,21.68,商,,,1081216,土地1建物1車位2,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890905,404.40999999999997,3,1,3,有,有,26910000,66541,其他,0.0,0,,RPROMLKMJHPFFBE87CA
苓雅區,房地(土地+建物),高雄市苓雅區苓雅二路189巷1~30號,6.46,商,,,1081109,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081014,77.77,2,2,1,有,有,7550000,97081,,0.0,0,含裝潢,RPPPMLKMJHPFFBE77CA
苓雅區,車位,高雄市苓雅區文昌里信守街91~120號,2.65,商,,,1081218,土地0建物0車位2,,,其他,,,,55.03,0,0,0,有,有,4100000,,坡道平面,55.02,4100000,"單獨車位交易。;2個車位買賣,地政士僅受託買賣案件申請登記,本成交資訊係由權利人與義務人雙方自行提供屬實.且確經委託人雙方同意並親自簽章.",RPXPMLRKJHPFFBE09CA
苓雅區,房地(土地+建物),高雄市苓雅區信守街91~120號,8.76,商,,,1081218,土地3建物1車位0,二十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0890628,179.57999999999998,4,2,2,有,有,10600000,59027,,0.0,0,,RPOQMLRKJHPFFBE28CA
新興區,房地(土地+建物),高雄市新興區南華路181~210號,3.43,商,,,1081208,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940803,40.72,1,1,1,有,有,2450000,60167,,0.0,0,,RPQQMLRKJHPFFBE48CA
苓雅區,房地(土地+建物),高雄市苓雅區永康街31~60號,55.0,住,,,1081220,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,0680817,111.96,8,1,8,有,無,14680000,131118,,0.0,0,,RPRQMLRKJHPFFBE58CA
苓雅區,房地(土地+建物),高雄市苓雅區成功一路91~120號,2.51,商,,,1081221,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830906,37.07,1,1,1,有,有,1270000,34260,,0.0,0,,RPPNMLTKJHPFFBE28CA
苓雅區,房地(土地+建物),高雄市苓雅區海邊路31~60號,10.9,商,,,1081230,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0690402,89.13999999999999,0,0,0,無,有,3600000,40386,,0.0,0,,RPOPMLKLJHPFFBE57CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路91~120號,29.18,商,,,1081130,土地3建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061228,224.68,3,2,2,有,有,17880000,79580,坡道平面,17.67,0,,RPTNMLKLJHPFFBE87CA
苓雅區,房地(土地+建物),高雄市苓雅區和平一路271~300號,9.74,商,,,1081215,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680412,42.32,2,1,1,有,無,1800000,42533,,0.0,0,,RPWNMLKLJHPFFBE18CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區光明街61~90號,9.58,商,,,1090109,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960515,135.6,3,1,2,有,有,8500000,62684,坡道平面,0.0,0,,RPVOMLQKJHPFFBE68CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路211~240號,6.7,商,,,1081218,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901008,83.2,2,2,1,有,有,5320000,63942,坡道機械,9.37,0,,RPVNMLLKKHPFFAE08CA
鼓山區,房地(土地+建物),高雄市鼓山區文忠路151~180號,13.83,商,,,1081209,土地1建物1車位0,一層，二層，騎樓,十六層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0831015,140.85,2,2,2,有,有,10100000,71707,,0.0,0,,RPWNMLLKKHPFFAE18CA
鼓山區,車位,高雄市鼓山區青海路271~300號,3.92,住,,,1081028,土地0建物0車位1,,,其他,,,,27.85,0,0,0,有,有,2100000,,坡道平面,27.85,2100000,單獨車位交易。;,RPTOMLKKKHPFFAE87CA
鹽埕區,房地(土地+建物),高雄市鹽埕區大成街61~90號,2133.0,商,,,1081128,土地14建物1車位0,一層，二層，三層，四層，五層，六層，騎樓，地下層,六層,倉庫,,鋼筋混凝土造,0650823,704.78,0,0,0,無,無,926120986,,,0.0,0,,RPVNMLLLKHPFFAE18CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北五街61~90號,22.67,住,,,1080907,土地1建物1車位2,二十層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071213,284.72,3,2,3,有,有,28410000,101234,坡道平面,41.62,3800000,,RPWNMLKKKHPFFAE08CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北五街61~90號,12.63,住,,,1081212,土地1建物1車位2,十三層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071213,151.95,2,2,2,有,有,14460000,98432,坡道平面,41.62,3600000,,RPXNMLKKKHPFFAE18CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北五街61~90號,19.19,住,,,1081009,土地1建物1車位2,二十七層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071213,247.73,3,2,2,有,有,25540000,105478,坡道平面,41.62,3800000,,RPOOMLKKKHPFFAE37CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北五街61~90號,18.7,住,,,1081009,土地1建物1車位2,二十七層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071213,234.82,3,2,2,有,有,24010000,103571,坡道平面,41.62,4000000,,RPPOMLKKKHPFFAE47CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路331~360號,28.28,住,,,1081025,土地1建物1車位2,二十層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060601,329.49,3,2,2,有,有,29580000,95038,坡道平面,54.02,3400000,,RPUNMLKKKHPFFAE87CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文忠路91~120號,9.92,商,,,1081228,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030925,118.81,2,2,1,有,有,7330000,61695,坡道機械,18.43,0,,RPPNMLLMJHPFFAE57CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區葆路61~90號,18.13,住,,,1081215,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010921,154.44,3,2,2,有,有,8880000,57498,坡道機械,12.39,0,,RPXNMLNJKHPFFAE38CA
前金區,房地(土地+建物)+車位,高雄市前金區中正四路61~90號,828.0,商,,,1081227,土地2建物5車位25,一層，二層，三層，四層，五層，六層，七層，八層，騎樓,十二層,辦公商業大樓,,鋼筋混凝土造,0721020,7852.78,0,0,0,無,無,340000000,43297,坡道平面,0.0,0,包含公共設施保留地之交易。;,RPQOMLKMJHPFFAE67CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東二路481~510號,22.78,住,,,1081116,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931208,161.4,3,2,2,有,無,8950000,55452,坡道平面,34.54,0,,RPOOMLMLJHPFFAE57CA
鼓山區,房地(土地+建物),高雄市鼓山區明誠三路451~480號,8.09,商,,,1081231,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950626,80.74000000000001,2,1,1,有,有,5820000,72083,,0.0,0,,RPQOMLLLJHPFFAE67CA
鼓山區,房地(土地+建物),高雄市鼓山區銀川街31~60號,53.0,住,,,1081225,土地1建物1車位0,全,二層,透天厝,,加強磚造,0580625,89.64,5,2,3,有,無,12000000,133869,,0.0,0,,RPROMLKLJHPFFAE67CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1051~1080號,10.03,商,,,1081217,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950407,109.6,3,2,2,有,有,7600000,62995,坡道機械,4.83,1000000,,RPTOMLRKJHPFFAE48CA
鹽埕區,土地,大智段871~900地號,83.0,商,,,1081226,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8800000,106024,,0.0,0,,RPPNMLLLJHPFFAE47CA
鼓山區,房地(土地+建物),高雄市鼓山區文信路301~330號,11.72,商,,,1081212,土地1建物1車位0,三層，電梯樓梯間,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831015,119.24,3,2,2,有,有,4980000,41765,,0.0,0,,RPUNMLRKJHPFFAE48CA
鹽埕區,房地(土地+建物),高雄市鹽埕區府北路31~60號,3.27,商,,,1090102,土地1建物1車位0,四層,十二層,套房(1房1廳1衛),,鋼筋混凝土造,0690618,38.33,1,1,1,有,有,1150000,30003,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTPMLQKJHPFFAE48CA
前金區,房地(土地+建物),高雄市前金區七賢二路151~180號,38.62,商,,,1081124,土地1建物1車位0,三層,十二層,辦公商業大樓,,鋼筋混凝土造,0720601,413.67,12,2,2,有,有,12400000,29976,,0.0,0,,RPVPMLQKJHPFFAE68CA
鼓山區,房地(土地+建物),高雄市鼓山區鼓山二路131巷1~30號,107.0,住,,,1081219,土地1建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1080830,219.17,4,2,4,有,無,17500000,79847,,0.0,0,,RPQOMLRKJHPFFAE18CA
鼓山區,房地(土地+建物),高雄市鼓山區美術南五街91~120號,160.46,住,,,1081218,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0970909,420.46,5,2,5,有,無,40800000,97037,,0.0,0,含增建或未登記建物。;頂樓增設採光罩,RPROMLRKJHPFFAE28CA
鼓山區,房地(土地+建物),高雄市鼓山區鼓山二路131巷1~30號,99.72,住,,,1081126,土地3建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1080830,241.06,4,2,4,有,無,15680000,65046,,0.0,0,,RPQNMLKLJHPFFAE47CA
旗津區,房地(土地+建物),高雄市旗津區北汕尾巷31~60號,42.0,住,,,1090103,土地1建物1車位0,全,一層,透天厝,,磚造,,29.49,2,1,1,有,無,1750000,59342,,0.0,0,含增建或未登記建物。;增建一樓空地、二樓,RPPOMLKLJHPFFAE47CA
前金區,房地(土地+建物),高雄市前金區自立橫路31~60號,2.64,商,,,1081207,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830706,28.4,1,0,1,有,無,1120000,39437,,0.0,0,,RPPOMLLLJHPFFAE57CA
前金區,房地(土地+建物)+車位,高雄市前金區河東路151~180號,6.87,商,,,1081106,土地1建物2車位1,二十七層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850215,188.37,4,2,2,有,有,11380000,60410,坡道平面,0.0,1000000,,RPRNMLSKJHPFFAE28CA
前金區,房地(土地+建物),高雄市前金區民生二路61~90號,14.86,商,,,1081231,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0680614,142.67,4,1,2,有,有,4600000,32242,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSQMLKLJHPFFAE97CA
鼓山區,房地(土地+建物),高雄市鼓山區中華一路247巷1~30號,30.76,住,,,1081230,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690721,87.16,3,2,1,有,無,3688800,42322,,0.0,0,,RPUNMLMLJHPFFAE08CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區華榮路398巷1~30號,74.22,住,,,1081123,土地1建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,0770126,198.85,7,3,4,有,無,9200000,46266,坡道平面,0.0,0,含增建或未登記建物。,RPPOMLMLJHPFFAE67CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路31~60號,55.63,住,,,1081203,土地1建物1車位3,十五層,二十七層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1041103,423.0,0,0,0,無,有,34100000,82191,坡道平面,59.82,4250000,含裝潢,RPQOMLMLJHPFFAE77CA
鼓山區,房地(土地+建物),高雄市鼓山區雄峰路1~30號,16.88,住,,,1081205,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710818,62.32,3,1,1,有,無,2980000,47818,,0.0,0,,RPOOMLQJKHPFFAE87CA
新興區,房地(土地+建物),高雄市新興區七賢二路1~30號,3.88,商,,,1090106,土地1建物1車位0,四層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850622,51.39,1,1,1,有,有,2000000,38918,,0.0,0,,RPXNMLKLJHPFFBE28CA
苓雅區,房地(土地+建物),高雄市苓雅區文橫二路59巷1~30號,98.0,商,,,1081212,土地2建物1車位0,全,三層,透天厝,,鋼筋混凝土造,0660224,143.79,5,2,3,有,無,13600000,94582,,0.0,0,含增建或未登記建物。;,RPVOMLKLJHPFFBE18CA
苓雅區,房地(土地+建物),高雄市苓雅區華新街61~90號,57.0,住,,,1081203,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0560328,78.12,5,2,2,有,無,8750000,112007,,0.0,0,含增建或未登記建物。;,RPQNMLTKJHPFFBE38CA
苓雅區,房地(土地+建物),高雄市苓雅區福德一路31~60號,27.37,住,,,1081208,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0721221,100.02,3,2,2,有,無,2700000,26995,,0.0,0,,RPPPMLLLJHPFFBE77CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區林泉街61~90號,28.21,住,,,1081223,土地2建物1車位1,四層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,0741023,176.94,4,2,2,有,有,4410000,24924,升降平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLLLJHPFFBE97CA
苓雅區,房地(土地+建物),高雄市苓雅區福德三路15巷1~30號,38.5,住,,,1090103,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0660214,73.06,3,2,2,有,無,8200000,112237,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXPMLLLJHPFFBE58CA
新興區,房地(土地+建物),高雄市新興區復興一路31~60號,3.58,商,,,1081224,土地4建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0690815,31.5,1,1,1,有,有,1600000,50794,,0.0,0,,RPVPMLKLJHPFFBE28CA
苓雅區,房地(土地+建物),高雄市苓雅區文山路34巷18弄1~30號,137.0,住,,,1081219,土地1建物2車位0,全,三層,透天厝,,鋼筋混凝土造,0730528,315.16,5,3,4,有,無,18880000,59906,,0.0,0,,RPPOMLOJKHPFFBE87CA
新興區,房地(土地+建物),高雄市新興區復橫一路157巷31~60號,61.0,商,,,1081204,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0891218,259.11,8,2,8,有,無,13200000,50944,,0.0,0,含增建或未登記建物。;一樓空地增建、防火巷增建,RPWOMLNKKHPFFBE58CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路61~90號,15.53,商,,,1081219,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,225.98000000000002,4,2,2,有,有,15600000,69033,坡道平面,0.0,0,,RPXNMLLLJHPFFCE48CA
苓雅區,房地(土地+建物),高雄市苓雅區武慶三路32巷1~30號,21.7,住,,,1081215,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0720118,82.34,3,2,1,有,有,3300000,40078,,0.0,0,,RPTNMLLMJHPFFBE08CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華二路1~30號,20.69,住,,,1080505,土地2建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608,212.45999999999998,4,2,2,有,有,15840000,70433,坡道平面,15.25,1950000,,RPSOMLLLJHPFFCE08CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區南寧街1~30號,16.49,住,,,1081203,土地2建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608,168.98,3,2,2,有,有,12550000,70253,坡道平面,15.25,1750000,,RPTOMLLLJHPFFCE18CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區南寧街1~30號,10.08,住,,,1081126,土地2建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608,103.87,2,2,1,有,有,7670000,65674,坡道平面,15.25,1850000,,RPUOMLLLJHPFFCE28CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華二路1~30號,16.96,住,,,1081213,土地2建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608,174.59,3,2,2,有,有,12630000,67654,坡道平面,15.25,1850000,,RPVOMLLLJHPFFCE38CA
前鎮區,房地(土地+建物),高雄市前鎮區一心二路181~210號,7.6,商,,,1081225,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0701221,90.47,2,1,1,有,有,3450000,38134,,0.0,0,,RPOOMLMLJHPFFCE77CA
小港區,土地,莊段601~630地號,690.0,住,,,1081018,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,46000000,66667,,0.0,0,,RPPOMLLMJHPFFCE87CA
小港區,房地(土地+建物)+車位,高雄市小港區高鳳路459巷1弄1~30號,9.26,住,,,1081209,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,92.25999999999999,3,2,1,有,有,3020000,32734,坡道機械,0.0,0,,RPRNMLPJKHPFFCE18CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區民壽街31~60號,18.38,住,,,1081127,土地2建物2車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780510,166.09,3,2,2,有,有,8000000,48167,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;買賣價款之簽約款220萬元部分，雙方合意以賣方108年度之贈與額度中扣除。,RPTOMLMKKHPFFCE28CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區崗山北街331~360號,26.2,住,,,1081129,土地2建物2車位1,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810225,225.20999999999998,4,2,3,有,有,9000000,39963,坡道平面,0.0,0,,RPVPMLOKKHPFFCE78CA
小港區,房地(土地+建物),高雄市小港區永順街13巷1~30號,25.24,商,,,1090104,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730613,79.44,3,2,2,有,無,3000000,37764,,0.0,0,,RPTNMLLKKHPFFCE08CA
三民區,房地(土地+建物),高雄市三民區明誠一路91~120號,11.03,住,,,1080929,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950303,85.65,2,2,1,有,有,3980000,46468,,0.0,0,,RPQQMLKLJHPFFDE08CA
三民區,房地(土地+建物),高雄市三民區愛國路91~120號,3.18,住,,,1090109,土地1建物1車位0,八層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0950726,15.81,0,0,0,無,有,850000,53763,,0.0,0,"含增建或未登記建物。;附贈設備：冰箱1具,電視1具,冷氣2具,電熱水器1具,床底座1具,書桌椅1具,固定燈飾全部,電磁爐1具",RPUNMLKLJHPFFDE18CA
三民區,房地(土地+建物),高雄市三民區建工路814巷1~30號,8.34,住,,,1081214,土地2建物1車位0,三層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830215,35.3,1,1,1,有,無,1200000,33994,,0.0,0,,RPVNMLKLJHPFFDE28CA
三民區,房地(土地+建物),高雄市三民區愛國路76巷1~30號,42.87,住,,,1081231,土地1建物1車位0,全,二層,透天厝,,加強磚造,0570610,65.88,2,2,1,有,無,2980000,45234,,0.0,0,含增建或未登記建物。;,RPXNMLKLJHPFFDE48CA
三民區,土地,覆鼎金段覆鼎金一小段661~690地號,269.0,住,,,1081227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,43939800,163345,,0.0,0,,RPQOMLKLJHPFFDE87CA
三民區,房地(土地+建物),高雄市三民區褒揚街181~210號,3.66,商,,,1081228,土地1建物1車位0,六層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820826,35.379999999999995,1,1,1,有,有,1438000,40644,,0.0,0,,RPSOMLKLJHPFFDE08CA
三民區,房地(土地+建物),高雄市三民區順昌街91~120號,4.98,商,,,1081224,土地2建物1車位0,一層，騎樓,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0701222,21.08,0,0,0,無,無,143394,6802,,0.0,0,市場攤位,RPQOMLRKJHPFFDE48CA
三民區,房地(土地+建物),高雄市三民區河北二路91~120號,3.45,商,,,1081217,土地1建物1車位0,十五層,十九層,套房(1房1廳1衛),,鋼筋混凝土造,0800314,38.45,0,0,0,無,無,1250000,32510,,0.0,0,,RPPQMLRKJHPFFDE58CA
三民區,房地(土地+建物),高雄市三民區十全二路301~330號,10.92,商,,,1081227,土地1建物1車位0,二層,二十四層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1051104,151.87,3,2,2,有,有,8000000,52677,,0.0,0,,RPUPMLRKJHPFFDE98CA
三民區,房地(土地+建物),高雄市三民區鼎力路61~90號,143.0,住,,,1081225,土地2建物1車位0,全,四層,透天厝,,鋼筋混凝土造,0770210,361.91,4,2,3,有,無,21200000,58578,,0.0,0,簡易裝修,RPWPMLRKJHPFFDE56CA
三民區,房地(土地+建物),高雄市三民區鼎金一巷32弄1~30號,151.23,其他,,,1090102,土地2建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,1061219,210.17,4,2,4,有,無,14800000,70419,,0.0,0,,RPXPMLMLJHPFFDE88CA
三民區,房地(土地+建物),高雄市三民區建興路1~30號,6.31,商,,,1090103,土地4建物1車位0,七層,七層,套房(1房1廳1衛),,鋼筋混凝土造,0781019,34.269999999999996,1,1,1,有,有,1000000,29180,,0.0,0,,RPSPMLKMJHPFFDE28CA
三民區,房地(土地+建物),高雄市三民區九如一路901~930號,21.46,住,,,1081214,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0671216,69.75,3,2,1,有,有,2920000,41864,,0.0,0,,RPTPMLKMJHPFFDE38CA
三民區,房地(土地+建物)+車位,高雄市三民區正忠路31~60號,24.99,商,,,1081031,土地1建物1車位2,五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040906,403.28,4,2,3,有,有,21000000,53428,坡道平面,57.02,2500000,,RPPNMLKMJHPFFDE77CA
三民區,房地(土地+建物)+車位,高雄市三民區正忠路31~60號,23.44,商,,,1081031,土地1建物1車位2,五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040906,378.12,4,2,3,有,有,20000000,52943,坡道平面,57.02,3000000,,RPQNMLKMJHPFFDE87CA
三民區,房地(土地+建物),高雄市三民區遼寧一街1~30號,42.72,住,,,1081226,土地2建物1車位0,一層，二層，騎樓，地下層,七層,店面(店鋪),,鋼筋混凝土造,0700804,196.82999999999998,3,2,2,有,無,6700000,34040,,0.0,0,含增建或未登記建物。;,RPSOMLKMJHPFFDE18CA
三民區,房地(土地+建物),高雄市三民區自強一路206巷30弄1~30號,46.0,商,,,1081207,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0540813,88.42,6,2,4,有,無,2500000,28274,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPWOMLKMJHPFFDE58CA
三民區,房地(土地+建物),高雄市三民區和順街91~120號,15.93,商,,,1081229,土地1建物1車位0,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850913,206.61,2,2,2,有,無,8500000,41140,,0.0,0,,RPROMLLLJHPFFDE08CA
三民區,房地(土地+建物),高雄市三民區黃興路151~180號,12.91,住,,,1081130,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830512,79.97,2,2,1,有,有,3000000,37514,,0.0,0,,RPXNMLLLJHPFFDE58CA
三民區,房地(土地+建物),高雄市三民區同盟二路31~60號,11.05,住,,,1081122,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831229,117.46,3,2,2,有,有,6150000,52358,,0.0,0,,RPOOMLLLJHPFFDE77CA
三民區,房地(土地+建物),高雄市三民區義和路61巷1~30號,18.58,住,,,1081219,土地1建物1車位0,一層，二層，三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831227,141.51999999999998,4,2,2,有,有,9360000,66139,,0.0,0,含增建或未登記建物。;,RPRPMLLLJHPFFDE18CA
三民區,房地(土地+建物),高雄市三民區嫩江街1巷31~60號,58.0,商,,,1081228,土地1建物1車位0,全,二層,透天厝,,加強磚造,0590724,93.33,3,2,2,有,無,6550000,70181,,0.0,0,,RPXOMLMLJHPFFDE78CA
三民區,房地(土地+建物)+車位,高雄市三民區大福街211~240號,32.03,住,,,1081223,土地1建物1車位10,十三層，十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861215,393.11,5,3,4,有,有,16000000,40701,坡道機械,83.5,0,,RPPNMLMJKHPFFDE77CA
三民區,房地(土地+建物),高雄市三民區光富路61~90號,28.64,住,,,1081207,土地1建物1車位0,一層，二層，騎樓,五層,店面(店鋪),,鋼筋混凝土造,0700417,92.2,0,0,0,無,無,4200000,45553,,0.0,0,,RPSNMLNJKHPFFDE18CA
三民區,房地(土地+建物),高雄市三民區澄和路61~90號,15.78,住,,,1081204,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840426,95.27,3,1,1,有,有,3680000,38627,,0.0,0,,RPPOMLKKKHPFFDE77CA
