鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
大園區,房地(土地+建物)+車位,桃園市大園區領航北路四段31~60號,23.35,住,,,1081129,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050106,129.1,2,1,1,有,有,7200000,55771,一樓平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLRKJHPFFEH66CA
蘆竹區,房地(土地+建物),桃園市蘆竹區中山路1~30號,12.76,住,,,1081218,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860731,104.63,3,2,2,有,有,5100000,48743,,0.0,0,,RPRPMLQKJHPFFEH98CA
大園區,土地,橫山段橫山小段31~60地號,170.55,,特定農業區,水利用地,1081213,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1806000,10589,,0.0,0,,RPTPMLQKJHPFFEH56CA
大園區,土地,橫山段橫山小段31~60地號,73.09,,特定農業區,水利用地,1081213,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,773000,10576,,0.0,0,,RPUPMLQKJHPFFEH66CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區奉化路151~180號,22.53,住,,,1081201,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940131,154.57999999999998,3,2,2,有,有,8700000,56282,坡道平面,0.0,0,,RPTNMLQKJHPFFEH98CA
大園區,土地,埔心段埔心小段511~540地號,1330.0,,特定農業區,農牧用地,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,28160000,21173,,0.0,0,,RPXNMLQKJHPFFEH76CA
大園區,土地,竹圍段三塊石小段181~210地號,940.5,,特定農業區,農牧用地,1081106,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15200000,16162,,0.0,0,,RPOOMLQKJHPFFEH58CA
蘆竹區,房地(土地+建物),桃園市蘆竹區忠孝西路169巷1~30號,4.96,商,,,1081229,土地1建物1車位0,八層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850528,39.980000000000004,1,1,1,有,有,2838000,70985,,0.0,0,,RPPQMLPKJHPFFEH78CA
大園區,土地,埔心段埔心小段1231~1260地號,5.9,,特定農業區,農牧用地,1090102,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,100746,17076,,0.0,0,親友、員工或其他特殊關係間之交易。;畸零地或有合併使用之交易。;,RPXOMLQKJHPFFEH86CA
大園區,土地,橫山段湳子小段91~120地號,1907.0,農,,,1081204,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52500000,27530,,0.0,0,含未保存建物,RPSPMLPKJHPFFEH98CA
大園區,房地(土地+建物)+車位,桃園市大園區中油街364巷1~30號,128.0,,鄉村區,乙種建築用地,1081203,土地1建物1車位2,全,二層,透天厝,住家用,加強磚造,0701231,107.22,4,2,2,有,無,7800000,72748,一樓平面,0.0,0,由權利人及義務人提供現況格局實際資訊，供地政士申報登錄。權利人不願登錄電話。前院停車,RPTPMLOKJHPFFEH98CA
大園區,土地,竹圍段田寮小段61~90地號,931.0,,一般農業區,農牧用地,1081220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7322315,7865,,0.0,0,,RPUOMLPKJHPFFEH09CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區梅獅路二段156巷1~30號,18.21,住,,,1081203,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940115,131.56,3,2,2,有,無,4900000,37245,坡道平面,0.0,0,,RPSOMLRJKHPFFDH98CA
楊梅區,房地(土地+建物),桃園市楊梅區中山北路二段181~210號,122.0,住,,,1080624,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0700109,194.06,3,2,3,有,無,12680000,65341,,0.0,0,含增建或未登記建物。;,RPQNMLPJKHPFFDH48CA
新屋區,土地,石牌嶺段1381~1410地號,46.67,,特定農業區,甲種建築用地,1090103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,8571,,0.0,0,,RPPOMLPJKHPFFDH48CA
新屋區,土地,長祥段541~570地號,207.59,,特定農業區,水利用地,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,471000,2269,,0.0,0,畸零地或有合併使用之交易。;,RPPNMLRKJHPFFDH58CA
楊梅區,房地(土地+建物),桃園市楊梅區快速路五段871~900號,74.35,,一般農業區,甲種建築用地,1081215,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0970418,176.59,4,2,3,有,有,5880000,33297,,0.0,0,含增建或未登記建物。;,RPQNMLRKJHPFFDH68CA
楊梅區,房地(土地+建物),桃園市楊梅區蘋果路91~120號,61.5,工,,,1081222,土地2建物1車位0,一層,四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0960612,94.59,1,0,1,有,有,3500000,37002,,0.0,0,,RPPOMLQKJHPFFDH58CA
楊梅區,房地(土地+建物),桃園市楊梅區楊湖路三段846巷95弄1~30號,134.92,,特定農業區,甲種建築用地,1081212,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0970818,188.15,3,2,3,有,無,8000000,42519,,0.0,0,,RPQOMLQKJHPFFDH68CA
楊梅區,房地(土地+建物),桃園市楊梅區裕成南路331~360號,32.51,,山坡地保育區,丙種建築用地,1081121,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861224,128.03,4,2,2,有,有,3120000,24369,,0.0,0,,RPSNMLPKJHPFFDH68CA
楊梅區,房地(土地+建物),桃園市楊梅區楊新北路271~300號,86.6,住,,,1081201,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0870122,177.87,4,1,3,有,無,12000000,67465,,0.0,0,含增建或未登記建物。;,RPTNMLPKJHPFFDH78CA
楊梅區,房地(土地+建物),桃園市楊梅區瑞溪路一段121~150號,21.19,住,,,1081205,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850402,84.26,3,2,2,有,有,2763000,32791,,0.0,0,,RPPNMLKLJHPFFDH97CA
楊梅區,房地(土地+建物),桃園市楊梅區新農街561巷61~90號,17.24,住,,,1081224,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860217,74.99,2,2,1,有,無,2300000,30671,,0.0,0,,RPSNMLKLJHPFFDH28CA
龍潭區,房地(土地+建物),桃園市龍潭區民強街31~60號,14.97,其他,,,1081227,土地2建物1車位0,十一層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0870407,50.489999999999995,1,1,1,有,有,1668000,33036,,0.0,0,,RPRPMLKLJHPFFCH28CA
楊梅區,房地(土地+建物),桃園市楊梅區青山二街361~390號,18.47,住,,,1081209,土地2建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831209,78.54,2,2,1,有,無,1680000,21390,,0.0,0,,RPSOMLKMJHPFFDH48CA
楊梅區,房地(土地+建物),桃園市楊梅區青山二街379巷1~30號,21.38,住,,,1081124,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950305,107.25,3,2,2,有,有,3300000,30769,,0.0,0,,RPSOMLMLJHPFFDH58CA
楊梅區,土地,大平段61~90地號,133.23,其他,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,390000,2927,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLKLJHPFFDH48CA
楊梅區,土地,大平段631~660地號,121.3,其他,,,1090101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,350000,2885,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLKLJHPFFDH58CA
楊梅區,房地(土地+建物),桃園市楊梅區上湖五路101巷39弄1~30號,83.74,,特定農業區,甲種建築用地,1081116,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0840608,128.34,3,2,3,有,無,4150000,32336,,0.0,0,,RPQOMLRKJHPFFDH78CA
楊梅區,土地,楊富段1171~1200地號,2513.0,,特定農業區,農牧用地,1081217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9350000,3721,,0.0,0,,RPSOMLQKJHPFFDH88CA
楊梅區,土地,高上段991~1020地號,542.77,,特定農業區,農牧用地,1081230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3283800,6050,,0.0,0,,RPTOMLQKJHPFFDH98CA
楊梅區,房地(土地+建物),桃園市楊梅區新農街393巷1~30號,71.0,住,,,1081012,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0700629,81.0,4,2,2,有,無,6560000,80988,,0.0,0,含增建或未登記建物。;,RPRNMLRKJHPFFDH78CA
新屋區,土地,大牛欄段大牛欄小段751~780地號,1520.0,,一般農業區,交通用地,1081028,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11724900,7714,,0.0,0,,RPWPMLQJKHPFFDH76CA
新屋區,土地,新洲段1351~1380地號,294.61,住,,,1081116,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17600000,59740,,0.0,0,,RPRNMLPJKHPFFDH58CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區瑞坪路276巷61~90號,28.39,住,,,1081106,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071130,137.67,2,2,1,有,有,5930000,45759,坡道平面,33.21,1150000,,RPTPMLNJKHPFFDH78CA
新屋區,土地,蚵殼港段深圳小段121~150地號,671.12,,一般農業區,甲種建築用地,1081128,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4778172,7120,,0.0,0,,RPVNMLKKKHPFFDH58CA
楊梅區,房地(土地+建物),桃園市楊梅區三元街121~150號,86.0,住,,,1090105,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0841222,233.55,7,3,4,有,無,9650000,41319,,0.0,0,,RPOOMLKKKHPFFDH97CA
楊梅區,房地(土地+建物),桃園市楊梅區大華街61~90號,31.5,商,,,1081204,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0741214,96.71,3,2,2,有,無,7500000,77551,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVSMLKKKHPFFDH09CA
新屋區,土地,青田段1~30地號,760.45,,特定農業區,水利用地,1081212,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3350000,4405,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPXSMLKKKHPFFDH66CA
楊梅區,土地,高上段421~450地號,1763.53,,特定農業區,農牧用地,1081223,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9600000,5444,,0.0,0,,RPRPMLNKKHPFFDH68CA
楊梅區,土地,高上段991~1020地號,10.2,,特定農業區,農牧用地,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,46000,4510,,0.0,0,持分地買賣,RPSPMLNKKHPFFDH78CA
蘆竹區,土地,大新段511~540地號,220.01,住,,,1081211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22750000,103404,,0.0,0,,RPOQMLPKJHPFFEH68CA
蘆竹區,土地,八股段601~630地號,3945.44,,特定農業區,農牧用地,1081122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,75189870,19057,,0.0,0,,RPQQMLPKJHPFFEH88CA
蘆竹區,土地,坑子外段草子崎小段151~180地號,1012.98,其他,,,1081202,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,8885,,0.0,0,,RPRNMLQKJHPFFEH78CA
大園區,土地,竹圍段拔子林小段361~390地號,957.5,農,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13000000,13577,,0.0,0,,RPQNMLRKJHPFFEH78CA
大園區,土地,埔心段埔心小段1171~1200地號,2002.0,,特定農業區,農牧用地,1081123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,43600000,21778,,0.0,0,,RPSNMLRKJHPFFEH98CA
大園區,土地,大牛稠段大牛稠小段571~600地號,59.75,,特定農業區,甲種建築用地,1090109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2416730,40447,,0.0,0,,RPRNMLSKJHPFFEH98CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區錦中街31~60號,59.29,住,,,1081119,土地1建物1車位1,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010112,335.25,4,2,3,有,有,30000000,89485,坡道平面,0.0,0,,RPOPMLMLJHPFFEH38CA
蘆竹區,土地,南崁廟口段山鼻子小段31~60地號,199.69,其他,,,1081231,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,851299,4263,,0.0,0,包含公共設施保留地之交易。;,RPTPMLMLJHPFFEH88CA
大園區,土地,橫山段橫山小段241~270地號,683.06,,特定農業區,農牧用地,1081223,土地33建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11400000,16690,,0.0,0,,RPWPMLMLJHPFFEH56CA
大園區,土地,竹圍段崁下小段1~30地號,3657.0,,一般農業區,農牧用地,1081116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52730000,14419,,0.0,0,,RPOQMLMLJHPFFEH48CA
大園區,土地,橫山段橫山小段1~30地號,1601.0,,特定農業區,農牧用地,1081226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37700000,23548,,0.0,0,,RPSOMLKLJHPFFEH48CA
大園區,房地(土地+建物),桃園市大園區青昇路一段132巷331~360號,27.76,,特定農業區,甲種建築用地,1070615,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081107,87.84,3,2,2,有,有,6510000,74112,,0.0,0,,RPTPMLKLJHPFFEH68CA
大園區,房地(土地+建物)+車位,桃園市大園區高鐵南路一段61~90號,15.69,住,,,1081207,土地1建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060815,128.22,2,1,1,有,有,11900000,112615,坡道平面,35.87,1500000,,RPUOMLQJKHPFFEH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區光明路一段60巷31~60號,30.2,住,,,1081129,土地1建物1車位2,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030312,250.71999999999997,3,2,2,有,無,18000000,71793,坡道平面,89.07,0,,RPRQMLLKKHPFFEH68CA
八德區,房地(土地+建物),桃園市八德區明光街30巷1~30號,36.64,住,,,1081230,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0641102,66.25,3,2,2,有,無,1652193,24939,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLQKJHPFFFH98CA
八德區,房地(土地+建物),桃園市八德區明光街30巷1~30號,36.64,住,,,1090102,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0641102,66.25,3,2,2,有,無,1699831,25658,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLQKJHPFFFH09CA
八德區,房地(土地+建物)+車位,桃園市八德區金和路1~30號,16.13,商,,,1081229,土地1建物1車位1,十四層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050412,213.34000000000003,3,2,2,有,有,18350000,87665,坡道平面,19.99,1400000,裝潢屋,RPVNMLQKJHPFFFH66CA
大園區,建物,桃園市大園區航站南路1~30號,0.0,,,,1081202,土地0建物1車位0,一層，二層，三層，屋頂突出物,三層,工廠,見其他登記事項,鋼骨鋼筋混凝土造,0860528,7291.65,0,0,0,無,無,10000000,,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLMKKHPFFEH78CA
大園區,建物,桃園市大園區航站南路1~30號,0.0,,,,1081202,土地0建物1車位0,一層，二層，三層，屋頂突出物，地下層,三層,廠辦,見其他登記事項,見其他登記事項,0920409,18992.75,0,0,0,無,無,60000000,3159,,0.0,0,親友、員工或其他特殊關係間之交易。;,SPUNMLMKKHPFFEH88CA
大園區,土地,埔心段埔心小段1891~1920地號,56.22,,特定農業區,農牧用地,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1020000,18143,,0.0,0,,RPSNMLOJKHPFFEH68CA
大園區,車位,桃園市大園區高鐵南路一段31~60號,0.55,住,,,1081203,土地0建物0車位1,,,其他,,,,35.87,0,0,0,有,有,1300000,,坡道平面,35.87,1300000,,RPROMLRJKHPFFEH98CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南山路一段121~150號,11.09,工,,,1081119,土地1建物1車位1,十二層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040713,119.32,2,2,1,有,有,7150000,59923,坡道平面,0.0,0,其中1房改為更衣間,RPSNMLLKKHPFFEH48CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區國豐十街239巷31~60號,22.61,住,,,1090106,土地4建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,134.82,2,1,1,有,有,6320000,54680,坡道平面,48.5,1600000,,RPXNMLLKKHPFFEH98CA
八德區,房地(土地+建物)+車位,桃園市八德區東勇街45巷31~60號,13.9,住,,,1081220,土地1建物1車位1,一層,八層,店面(店鋪),商業用,鋼筋混凝土造,0851128,89.85,1,2,1,有,有,6360000,70785,坡道機械,0.0,0,,RPVOMLOJKHPFFFH56CA
八德區,房地(土地+建物)+車位,桃園市八德區豐德路301~330號,24.74,住,,,1081216,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071102,142.92000000000002,3,2,2,有,有,6780000,55490,坡道平面,40.56,1100000,,RPROMLNJKHPFFFH68CA
八德區,房地(土地+建物)+車位,桃園市八德區豐德路331~360號,39.89,住,,,1081123,土地1建物1車位1,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020503,197.59,3,2,2,有,有,9400000,47573,坡道平面,0.0,0,,RPPNMLSKJHPFFFH88CA
八德區,房地(土地+建物)+車位,桃園市八德區忠勇七街1~30號,23.71,住,,,1081123,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080521,153.51999999999998,3,2,2,有,有,11880000,79273,坡道平面,21.95,1450000,,RPXNMLKKKHPFFFH98CA
八德區,房地(土地+建物)+車位,桃園市八德區中正一路1~30號,14.49,商,,,1081217,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040617,135.44,2,2,1,有,有,7050000,52053,坡道平面,0.0,0,,RPQNMLLKKHPFFFH38CA
八德區,房地(土地+建物),桃園市八德區東勇街61~90號,12.95,住,,,1081215,土地2建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840125,110.47999999999999,3,1,1,有,有,4600000,41636,,0.0,0,,RPXNMLRJKHPFFFH96CA
八德區,房地(土地+建物)+車位,桃園市八德區長興路61~90號,30.75,商,,,1081215,土地1建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041217,227.28000000000003,3,2,2,有,有,11500000,52784,坡道平面,37.82,1500000,,RPQPMLLKKHPFFFH58CA
八德區,房地(土地+建物)+車位,桃園市八德區長興路61~90號,30.93,商,,,1081218,土地1建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041217,228.49,3,2,2,有,有,11300000,52449,坡道平面,37.82,1300000,,RPTPMLLKKHPFFFH88CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區湧安路1~30號,45.07,其他,,,1081208,土地1建物1車位2,三層，四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070403,264.08,4,2,3,有,有,11330000,41767,坡道平面,47.88,2300000,,RPSOMLKLJHPFFGH68CA
平鎮區,房地(土地+建物),桃園市平鎮區廣達街61~90號,22.4,住,,,1081127,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0861226,82.41,3,1,1,有,無,3200000,38830,,0.0,0,,RPSPMLKLJHPFFGH78CA
平鎮區,土地,建安段361~390地號,139.29,,特定農業區,農牧用地,1081204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,10769,,0.0,0,,RPRNMLLLJHPFFGH58CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區新富一街181~210號,12.84,住,,,1081204,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010920,150.13,3,2,2,有,有,6500000,43296,坡道平面,0.0,0,,RPUNMLRKJHPFFGH76CA
八德區,房地(土地+建物)+車位,桃園市八德區建德路361~390號,58.22,住,,,1081205,土地1建物2車位1,十九層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070122,265.07,2,2,3,有,有,17380000,71670,坡道平面,40.01,1250000,,RPSNMLKKKHPFFFH48CA
